,Unnamed: 0,Chord,Composer,File,NormalForm,Offset,PCsInNormalForm,beatNumber,measureNumber,pieceNumber,pieceName,movementName,genre,publicationYear,Epoch,Source,fileFormat,phraseAnalysis,fileConversion,getChords,Common Names,Contains 7th,isExtended,extendedInd
20632,20632,<music21.chord.Chord F#4 C3 E3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 8]",137,"[4, 6, 9, 0]",2,35,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
20634,20634,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",138,"[11, 4]",3,35,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20638,20638,<music21.chord.Chord B3 E-4 F#4 B2 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6, 8]",139,"[3, 6, 9, 11]",4,35,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,enharmonic to dominant seventh chord,FALSE,Extended Chord,1
20641,20641,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",140,"[11, 4]",1,36,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20645,20645,<music21.chord.Chord F#4 C3 E3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 8]",141,"[4, 6, 9, 0]",2,36,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
20647,20647,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",142,"[11, 4]",3,36,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20651,20651,<music21.chord.Chord B3 E-4 F#4 B2 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6, 8]",143,"[3, 6, 9, 11]",4,36,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,enharmonic to dominant seventh chord,FALSE,Extended Chord,1
20654,20654,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",144,"[11, 4]",1,37,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20658,20658,<music21.chord.Chord E5 B2 E3 G3 B3 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",145,"[4, 7, 11]",2,37,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20661,20661,<music21.chord.Chord G5 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",146,"[4, 7]",3,37,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 31,FALSE,Not Extended Chord,0
20665,20665,<music21.chord.Chord B5 B2 E3 G3 B3 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",147,"[4, 7, 11]",4,37,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20668,20668,<music21.chord.Chord G5 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",148,"[4, 7]",1,38,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 31,FALSE,Not Extended Chord,0
20672,20672,<music21.chord.Chord E5 B2 E3 G3 B3 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",149,"[4, 7, 11]",2,38,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20675,20675,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",150,"[11, 4]",3,38,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20679,20679,<music21.chord.Chord B4 B2 E3 G3 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",151,"[4, 7, 11]",4,38,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20690,20690,<music21.chord.Chord G3 B3 E4 E2 E1>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",155,"[4, 7, 11]",4,39,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20691,20691,<music21.chord.Chord G3 B3 E4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",156,"[4, 7, 11]",1,40,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20692,20692,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",0,"[6, 10, 1]",1,1,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20698,20698,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",1,"[3, 7, 10]",3,1,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20704,20704,<music21.chord.Chord C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",2,"[6, 10, 1]",5,1,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20710,20710,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",3,"[6, 10, 1]",7,1,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20716,20716,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",4,"[6, 10, 1]",1.5,2,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20722,20722,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",5,"[3, 7, 10]",2.5,2,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20728,20728,<music21.chord.Chord C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",6,"[6, 10, 1]",3.5,2,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20734,20734,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",7,"[6, 10, 1]",4.5,2,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20740,20740,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",8,"[6, 10, 1]",1.5,3,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20746,20746,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",9,"[3, 7, 10]",2.5,3,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20752,20752,<music21.chord.Chord G#1 B1 C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4 E#4 G#4 G#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",10,"[5, 8, 11, 1]",3.5,3,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20758,20758,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",11,"[1, 2, 5, 8]",4.5,3,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20764,20764,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",12,"[4, 8, 11]",1.5,4,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20770,20770,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",13,"[4, 8, 11]",2.5,4,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20776,20776,<music21.chord.Chord G#1 B1 C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4 E#4 G#4 G#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",14,"[5, 8, 11, 1]",3.5,4,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20782,20782,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",15,"[1, 2, 5, 8]",4.5,4,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20788,20788,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",16,"[4, 8, 11]",1.5,5,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20794,20794,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",17,"[4, 8, 11]",2.5,5,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20800,20800,<music21.chord.Chord C#1 E#1 G#1 B1 C#2 E#2 G#2 B2 C#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",18,"[5, 8, 11, 1]",3.5,5,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20806,20806,<music21.chord.Chord F1 A#1 D2 E2 F2 A#2 D3 E3 F3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 6, 7]",19,"[10, 2, 4, 5]",4.5,5,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,all-interval tetrachord,FALSE,Extended Chord,1
20812,20812,<music21.chord.Chord A#1 D2 G2 G#2 A#2 D3 G3 G#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 3, 7]",20,"[7, 8, 10, 2]",1.5,6,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,all-interval tetrachord,FALSE,Extended Chord,1
20818,20818,<music21.chord.Chord C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",21,"[5, 8, 11, 1]",2.5,6,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20824,20824,<music21.chord.Chord B#2 E3 A3 A#3 B#3 E4 A4 A#4 B#4 E5 A5 A#5 B#5 B#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 3, 7]",22,"[9, 10, 0, 4]",3.5,6,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,all-interval tetrachord,FALSE,Extended Chord,1
20830,20830,<music21.chord.Chord E2 G2 A#2 D#3 E3 G3 A#3 D#4 E4 G4 A#4 D#5 E5 E6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",23,"[3, 4, 7, 10]",4.5,6,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20836,20836,<music21.chord.Chord A#1 B1 D2 E#2 A#2 B2 D3 E#3 A#3 B3 D4 E#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",24,"[10, 11, 2, 5]",1.5,7,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20842,20842,<music21.chord.Chord E1 G1 A#1 D#2 E2 G2 A#2 D#3 E3 G3 A#3 D#4 E4 E5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",25,"[3, 4, 7, 10]",2.5,7,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20848,20848,<music21.chord.Chord A#1 B1 D2 E#2 A#2 B2 D3 E#3 A#3 B3 D4 E#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",26,"[10, 11, 2, 5]",3.5,7,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20854,20854,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",27,"[1, 2, 5, 8]",4.5,7,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20860,20860,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",28,"[1, 2, 5, 8]",1.5,8,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20866,20866,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",29,"[1, 2, 5, 8]",2.5,8,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20872,20872,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",30,"[1, 2, 5, 8]",1.5,9,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20878,20878,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",31,"[1, 2, 5, 8]",2.5,9,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20884,20884,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",32,"[6, 10, 1]",1.5,10,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20890,20890,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",33,"[3, 7, 10]",2.5,10,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20896,20896,<music21.chord.Chord C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",34,"[6, 10, 1]",3.5,10,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20902,20902,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",35,"[6, 10, 1]",4.5,10,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20908,20908,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",36,"[6, 10, 1]",1.5,11,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20914,20914,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",37,"[3, 7, 10]",2.5,11,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20920,20920,<music21.chord.Chord C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",38,"[6, 10, 1]",3.5,11,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20926,20926,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3 C#4 F#4 A#4 A#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",39,"[6, 10, 1]",4.5,11,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20932,20932,<music21.chord.Chord A#1 C#2 F#2 A#2 C#3 F#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",40,"[6, 10, 1]",1.5,12,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20938,20938,<music21.chord.Chord A#1 D#2 G2 A#2 D#3 G3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",41,"[3, 7, 10]",2.5,12,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20944,20944,<music21.chord.Chord G#1 B1 C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4 E#4 G#4 G#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",42,"[5, 8, 11, 1]",1.5,13,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20950,20950,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",43,"[1, 2, 5, 8]",2.5,13,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20956,20956,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",44,"[4, 8, 11]",1.5,14,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20962,20962,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",45,"[4, 8, 11]",2.5,14,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20968,20968,<music21.chord.Chord G#1 B1 C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4 E#4 G#4 G#5>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",46,"[5, 8, 11, 1]",3.5,14,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20974,20974,<music21.chord.Chord C#2 D2 E#2 G#2 C#3 D3 E#3 G#3 C#4 D4 E#4 G#4 C#5 C#6>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 4, 7]",47,"[1, 2, 5, 8]",4.5,14,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major-diminished tetrachord,FALSE,Extended Chord,1
20980,20980,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",48,"[4, 8, 11]",1.5,15,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20986,20986,<music21.chord.Chord G#1 B1 E2 G#2 B2 E3 G#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 7]",49,"[4, 8, 11]",2.5,15,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,major triad,FALSE,Not Extended Chord,0
20992,20992,<music21.chord.Chord C#1 E#1 G#1 B1 C#2 E#2 G#2 B2 C#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",50,"[5, 8, 11, 1]",3.5,15,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
20998,20998,<music21.chord.Chord F1 A#1 D2 E2 F2 A#2 D3 E3 F3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 4, 6, 7]",51,"[10, 2, 4, 5]",4.5,15,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,all-interval tetrachord,FALSE,Extended Chord,1
21004,21004,<music21.chord.Chord A#1 D2 G2 G#2 A#2 D3 G3 G#3 A#3>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 1, 3, 7]",52,"[7, 8, 10, 2]",1.5,16,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,all-interval tetrachord,FALSE,Extended Chord,1
21010,21010,<music21.chord.Chord C#2 E#2 G#2 B2 C#3 E#3 G#3 B3 C#4>,Messiaen,Messiaen_Regard_du_Pere.mxl,"[0, 3, 6, 8]",53,"[5, 8, 11, 1]",2.5,16,piece29,Vingt Regards sur lenfant-Jésus,Regard du Père,OtherSolo,1944,1920-1969,MuseScore,MusicXML,N,Y,Y,dominant seventh chord,TRUE,Extended Chord,1
